RovbaseID,Funnetdato,Skadetype,Rase,"Rase, annet","Skadedato, fra","Skadedato, til",Usikker skadedato,Kjønn,Alder,Antall,Tilstand,Skadeårsak,Vurdering,Skadested,KommuneID,Nord (opprinnelig),Øst (opprinnelig),Nord (UTM33/SWEREF99 TM),Øst (UTM33/SWEREF99 TM),Nord (RT90),Øst (RT90),Koordinatsystem,Stedkvalitet,Kommune,Fylkenummer,Fylke,latitude,longitude
K497895,04.07.2018,Sau,Annet,Villsau,23.06.2018,02.07.2018,Ja,Hunn,Voksen,1,Skadd og avlivet,Bjørn,Antatt sikker,Utmark,1-5034,7010144,636801,7011463,334992,7015970,1294454,WGS84-UTM Sone 32,God,Meråker (N),1-50,Trøndelag (N),63.194365425764246,11.71946951679032
K497395,21.06.2018,Sau,Norsk kvit sau,,19.06.2018,19.06.2018,Nei,Hunn,Voksen,1,Dødt,Bjørn,Dokumentert,Utmark,1-5034,7039750,333482,7039750,333482,7044290,1293300,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N),63.44711491697172,11.660245105151109
K497507,22.06.2018,Sau,Norsk kvit sau,,19.06.2018,21.06.2018,Ja,Hunn,Voksen,1,Dødt,Bjørn,Dokumentert,Utmark,1-5034,7040436,335092,7040436,335092,7044956,1294919,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N),63.45401066308691,11.691761038027632
K470654,30.07.2016,Sau,Norsk kvit sau,,20.07.2016,24.07.2016,Ja,Hunn,Voksen,1,Dødt,Bjørn,Antatt sikker,Utmark,1-5034,7029519,633808,7031035,333822,7035567,1293530,WGS84-UTM Sone 32,Meget god,Meråker (N),1-50,Trøndelag (N),63.36919066146229,11.67610983804076
K469817,07.07.2016,Sau,Spel,,04.07.2016,06.07.2016,Ja,Hunn,Under 1 år,1,Skadd og avlivet,Bjørn,Dokumentert,Utmark,1-5034,7025425,644250,7025983,343836,7030386,1303486,WGS84-UTM Sone 32,Mindre god,Meråker (N),1-50,Trøndelag (N),63.32843532554719,11.880954565816875
K469784,06.07.2016,Sau,Spel,,05.07.2016,06.07.2016,Ja,Hunn,Voksen,1,Dødt,Bjørn,Dokumentert,Utmark,1-5034,7025251,644503,7025786,344072,7030186,1303719,WGS84-UTM Sone 32,Særs god,Meråker (N),1-50,Trøndelag (N),63.32677279374311,11.885850763529243
K469785,06.07.2016,Sau,Spel,,05.07.2016,06.07.2016,Ja,Hunn,Voksen,1,Skadd og ikke avlivet,Bjørn,Antatt sikker,Utmark,1-5034,7024186,642906,7024875,342382,7029295,1302017,WGS84-UTM Sone 32,God,Meråker (N),1-50,Trøndelag (N),63.317868747152225,11.853051498400784
K469786,06.07.2016,Sau,Spel,,05.07.2016,06.07.2016,Ja,Hunn,Åring,1,Skadd og ikke avlivet,Bjørn,Dokumentert,Utmark,1-5034,7025363,644150,7025931,343731,7030335,1303380,WGS84-UTM Sone 32,God,Meråker (N),1-50,Trøndelag (N),63.3279234908966,11.87891165712478
K477491,23.06.2017,Sau,Spel,,23.06.2017,23.06.2017,Nei,Hunn,Voksen,1,Dødt,Bjørn,Dokumentert,Utmark,1-5034,7024292,643084,7024964,342570,7029382,1302206,WGS84-UTM Sone 32,Særs god,Meråker (N),1-50,Trøndelag (N),63.318749023068136,11.856711235220496
K498649,06.08.2018,Sau,Spel,,06.08.2018,06.08.2018,Nei,Hunn,Voksen,1,Skadd og avlivet,Bjørn,Dokumentert,Utmark,1-5034,7025801,342256,7025801,342256,7030224,1301902,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N),63.32611143100163,11.849632768143548
K480436,22.09.2017,Sau,Norsk kvit sau,,21.09.2017,21.09.2017,Nei,Hunn,Voksen,1,Dødt,Bjørn,Dokumentert,Utmark,1-5034,7037203,639358,7038167,340067,7042624,1299868,WGS84-UTM Sone 32,Meget god,Meråker (N),1-50,Trøndelag (N),63.43594925801339,11.793651224549942
K516278,19.06.2021,Sau,Spel,,16.06.2021,18.06.2021,Nei,Ukjent,Under 1 år,1,Dødt,Ukjent fredet rovvilt,Dokumentert,Utmark,1-5034,7052248,346298,7052248,346298,7056633,1306280,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N),63.56488097964686,11.904710789550855
K504439,02.08.2019,Sau,Spel,,30.07.2019,01.08.2019,Ja,Ukjent,Under 1 år,1,Dødt,Ulv,Dokumentert,Utmark,1-5034,7053711,647130,7053876,349350,7058223,1309354,WGS84-UTM Sone 32,God,Meråker (N),1-50,Trøndelag (N),63.580782303790926,11.964513879789303
K465647,09.09.2015,Sau,Spel,,09.09.2015,09.09.2015,Ja,Ukjent,Under 1 år,1,Dødt,Jerv,Dokumentert,Utmark,1-5034,7053777,643936,7054241,346177,7058628,1306183,WGS84-UTM Sone 32,God,Meråker (N),1-50,Trøndelag (N),63.582688586392806,11.900335436359462
K465650,09.09.2015,Sau,Spel,,09.09.2015,09.09.2015,Ja,Ukjent,Under 1 år,1,Dødt,Jerv,Dokumentert,Utmark,1-5034,7053806,643835,7054279,346079,7058668,1306086,WGS84-UTM Sone 32,God,Meråker (N),1-50,Trøndelag (N),63.582986514463755,11.898327032320344
K465671,12.09.2015,Sau,Spel,,12.09.2015,12.09.2015,Ja,Ukjent,Under 1 år,1,Dødt,Jerv,Dokumentert,Utmark,1-5034,7054653,645917,7054928,348231,7059289,1308248,WGS84-UTM Sone 32,God,Meråker (N),1-50,Trøndelag (N),63.58973205045862,11.940992522335735
K465907,11.09.2015,Sau,Spel,,11.09.2015,11.09.2015,Ja,Ukjent,Under 1 år,1,Dødt,Jerv,Dokumentert,Utmark,1-5034,7053547,645769,7053840,347980,7058205,1307983,WGS84-UTM Sone 32,God,Meråker (N),1-50,Trøndelag (N),63.579873954216474,11.93699126007071
K505878,24.09.2019,Sau,Norsk kvit sau,,23.09.2019,24.09.2019,Ja,Hunn,Åring,1,Dødt,Jerv,Dokumentert,Utmark,1-5034,7048987,336211,7048987,336211,7053497,1296147,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N),63.531143123170665,11.705345422697858
K505369,08.09.2019,Sau,Norsk kvit sau,,30.08.2019,03.09.2019,Ja,Hunn,Under 1 år,1,Skadd og avlivet,Ulv,Antatt sikker,Utmark,1-5034,7048580,641159,7049327,342925,7053753,1302868,WGS84-UTM Sone 32,God,Meråker (N),1-50,Trøndelag (N),63.53722648286961,11.839809835301276
K505506,10.09.2019,Sau,Norsk kvit sau,,01.09.2019,07.09.2019,Ja,Hann,Under 1 år,1,Skadd og avlivet,Ulv,Antatt sikker,Utmark,1-5034,7049517,343276,7049517,343276,7053939,1303222,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N),63.53908436380398,11.84667055821729
K505507,08.09.2019,Sau,Norsk kvit sau,,01.09.2019,05.09.2019,Ja,Hunn,Under 1 år,1,Skadd og avlivet,Ulv,Dokumentert,Utmark,1-5034,7048715,642638,7049323,344410,7053730,1304354,WGS84-UTM Sone 32,God,Meråker (N),1-50,Trøndelag (N),63.53784526394775,11.86963667215408
K505508,08.09.2019,Sau,Norsk kvit sau,,01.09.2019,05.09.2019,Ja,Hunn,Under 1 år,1,Skadd og avlivet,Ulv,Antatt sikker,Utmark,1-5034,7048471,642677,7049076,344426,7053483,1304367,WGS84-UTM Sone 32,God,Meråker (N),1-50,Trøndelag (N),63.53563886401863,11.870200826186677
K505509,08.09.2019,Sau,Norsk kvit sau,,01.09.2019,05.09.2019,Ja,Hunn,Voksen,1,Skadd og ikke avlivet,Ulv,Antatt sikker,Utmark,1-5034,7048228,641010,7048990,342744,7053418,1302683,WGS84-UTM Sone 32,God,Meråker (N),1-50,Trøndelag (N),63.534126438601426,11.836509811054492
K505511,08.09.2019,Sau,Norsk kvit sau,,01.09.2019,05.09.2019,Ja,Hunn,Voksen,1,Skadd og ikke avlivet,Ulv,Antatt sikker,Utmark,1-5034,7049897,342688,7049897,342688,7054326,1302638,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N),63.54222914940741,11.834483616462489
K505189,31.08.2019,Sau,Norsk kvit sau,,29.08.2019,30.08.2019,Nei,Hann,Under 1 år,1,Skadd og avlivet,Ulv,Dokumentert,Utmark,1-5034,7049110,640774,7049890,342591,7054321,1302541,WGS84-UTM Sone 32,God,Meråker (N),1-50,Trøndelag (N),63.542123373362834,11.832542276380156
K512067,14.08.2020,Sau,Norsk kvit sau,,10.08.2020,13.08.2020,Ja,Hann,Under 1 år,1,Dødt,Jerv,Dokumentert,Utmark,1-5034,7046346,338863,7046346,338863,7050822,1298767,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N),63.508693627783074,11.7612733955799
K471022,09.08.2016,Sau,Norsk kvit sau,,25.07.2016,02.08.2016,Ja,Hunn,Under 1 år,1,Skadd og avlivet,Ukjent fredet rovvilt,Antatt sikker,Utmark,1-5034,7045451,641549,7046175,343020,7050598,1302924,WGS84-UTM Sone 32,God,Meråker (N),1-50,Trøndelag (N),63.50902347812436,11.844840983416988
K504089,21.07.2019,Sau,Norsk kvit sau,,21.07.2019,21.07.2019,Nei,Hunn,Under 1 år,1,Dødt,Ulv,Dokumentert,Utmark,1-5034,7048536,646451,7048787,348190,7053147,1308129,WGS84-UTM Sone 32,Meget god,Meråker (N),1-50,Trøndelag (N),63.53468006269158,11.946070494793933
K470918,06.08.2016,Sau,Norsk kvit sau,,02.08.2016,04.08.2016,Ja,Ukjent,Under 1 år,1,Dødt,Jerv,Dokumentert,Utmark,1-5034,7051230,353013,7051230,353013,7055530,1312985,WGS84-UTM Sone 33,Særs god,Meråker (N),1-50,Trøndelag (N),63.55860743121709,12.04066495509756
K465910,22.09.2015,Sau,Norsk kvit sau,,17.09.2015,17.09.2015,Ja,Hunn,Under 1 år,1,Dødt,Jerv,Dokumentert,Utmark,1-5034,7050091,648293,7050163,350169,7054498,1310127,WGS84-UTM Sone 32,God,Meråker (N),1-50,Trøndelag (N),63.54785356809839,11.984511721609737
K465911,22.09.2015,Sau,Norsk kvit sau,,22.09.2015,22.09.2015,Ja,Ukjent,Under 1 år,1,Dødt,Jerv,Antatt sikker,Utmark,1-5034,7049995,648230,7050073,350098,7054409,1310054,WGS84-UTM Sone 32,God,Meråker (N),1-50,Trøndelag (N),63.54701695673813,11.98317048341
K465654,11.09.2015,Sau,Norsk kvit sau,,11.09.2015,11.09.2015,Ja,Hunn,Under 1 år,1,Dødt,Jerv,Dokumentert,Utmark,1-5034,7052302,352526,7052302,352526,7056608,1312512,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N),63.568012875199535,12.02987471575232
K465655,10.09.2015,Sau,Spel,,10.09.2015,10.09.2015,Ja,Hunn,Under 1 år,1,Dødt,Jerv,Dokumentert,Utmark,1-5034,7052441,353051,7052441,353051,7056741,1313039,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N),63.569476901229244,12.040301837850562
K465670,10.09.2015,Sau,Norsk kvit sau,,10.09.2015,10.09.2015,Ja,Ukjent,Under 1 år,1,Dødt,Jerv,Dokumentert,Utmark,1-5034,7052491,353095,7052491,353095,7056790,1313083,WGS84-UTM Sone 33,God,Meråker (N),1-50,Trøndelag (N),63.56994328612186,12.04114008502482
K470063,12.07.2016,Sau,,,09.07.2016,11.07.2016,Ja,Hunn,Under 1 år,1,Dødt,Bjørn,Dokumentert,Utmark,1-5034,7051385,353744,7051385,353744,7055675,1313719,WGS84-UTM Sone 33,Meget god,Meråker (N),1-50,Trøndelag (N),63.56029916605701,12.055215492540938
K505233,02.09.2019,Sau,Norsk kvit sau,,02.09.2019,02.09.2019,Nei,Hann,Under 1 år,1,Dødt,Ulv,Antatt sikker,Utmark,1-5034,7049600,646000,7049889,347840,7054253,1307793,WGS84-UTM Sone 32,God,Meråker (N),1-50,Trøndelag (N),63.54440597205986,11.93798184787202
